compound_id	BIOCHEMICAL	PATHWAY SORTORDER	SUPER_PATHWAY	SUB_PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
CPD000907	atorvastatin (lipitor)	5462	Xenobiotics	Drug - Metabolic	38619	LC/MS Neg	100002802	5101	557.2457	60823	134523-03-8	D00887	HMDB05006
CPD000908	azelate (C9-DC)	1610	Lipid	Fatty Acid, Dicarboxylate	18362	LC/MS Neg	2029	1276	187.0976	2266	123-99-9	C08261	HMDB00784
CPD000909	behete (22:0)*	1451	Lipid	Long Chain Saturated Fatty Acid	12125	LC/MS Neg	314	6745	339.3269	8215	112-85-6	C08281	HMDB00944
CPD000910	Bezeprilat	5398	Xenobiotics	Drug - Cardiovascular	64098	LC/MS Neg	100020684	3282	395.1612	5463984		D03077	HMDB60582
CPD000911	benzoate	4326	Xenobiotics	Benzoate Metabolism	15778	LC/MS Neg	100000008	1750	121.0295	243	65-85-0	C00180	HMDB01870
CPD000912	beta-citrylglutamate	54	Amino Acid	Glutamate Metabolism	54923	LC/MS Neg	100003271	530	320.0623	72715786	73590-26-8	C20775	
CPD000913	beta-hydroxyisovalerate	328	Amino Acid	Leucine, Isoleucine and Valine Metabolism	12129	LC/MS Neg	1442	1027	117.0557	69362	625-08-1		HMDB00754
CPD000914	bilirubin degradation product, C16H18N2O5 (1)	6001	Partially Characterized Molecules	Partially Characterized Molecules	64403	LC/MS Neg	100022003	3098	317.1143				
CPD000915	bilirubin degradation product, C16H18N2O5 (2)	6002	Partially Characterized Molecules	Partially Characterized Molecules	64404	LC/MS Neg	100022004	3204	317.1143				
CPD000916	bilirubin degradation product, C16H18N2O5 (3)	6008	Partially Characterized Molecules	Partially Characterized Molecules	64414	LC/MS Neg	100022014	3354	317.1143				
CPD000917	bilirubin degradation product, C16H18N2O5 (4)	6009	Partially Characterized Molecules	Partially Characterized Molecules	64415	LC/MS Neg	100022015	3428	317.1143				
CPD000918	bilirubin degradation product, C17H18N2O4 (1)	6003	Partially Characterized Molecules	Partially Characterized Molecules	64409	LC/MS Neg	100022005	4633	313.1194				
CPD000919	bilirubin degradation product, C17H18N2O4 (2)	6004	Partially Characterized Molecules	Partially Characterized Molecules	64407	LC/MS Neg	100022006	4793	313.1194				
CPD000920	bilirubin degradation product, C17H18N2O4 (3)	6005	Partially Characterized Molecules	Partially Characterized Molecules	64408	LC/MS Neg	100022007	4906	313.1194				
CPD000921	bilirubin degradation product, C17H20N2O5 (1)	6006	Partially Characterized Molecules	Partially Characterized Molecules	64405	LC/MS Neg	100022008	3756	331.1299				
CPD000922	bilirubin degradation product, C17H20N2O5 (2)	6007	Partially Characterized Molecules	Partially Characterized Molecules	64406	LC/MS Neg	100022009	3890	331.1299				
CPD000923	branched chain 14:0 dicarboxylic acid	1624	Lipid	Fatty Acid, Dicarboxylate	63191	LC/MS Neg	100021374	3849	257.1758				
CPD000924	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	5988	Partially Characterized Molecules	Partially Characterized Molecules	63615	LC/MS Neg	100021666	4805	169.1234				
CPD000925	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	5989	Partially Characterized Molecules	Partially Characterized Molecules	63616	LC/MS Neg	100021667	4853	169.1234				
CPD000926	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	5991	Partially Characterized Molecules	Partially Characterized Molecules	63683	LC/MS Neg	100021709	5261	197.1546				
CPD000927	butyrate/isobutyrate (4:0)	1419	Lipid	Short Chain Fatty Acid	40605	LC/MS Neg	1143	1062	87.0452	264	109-92-6	C00246	HMDB00039
CPD000928	C-glycosyltryptophan	248	Amino Acid	Tryptophan Metabolism	48782	LC/MS Neg	100006379	1777	365.1354	10981970	180509-18-6		
CPD000929	caprate (10:0)	1426	Lipid	Medium Chain Fatty Acid	1642	LC/MS Neg	888	5090.7	171.1391	2969	334-48-5	C01571	HMDB00511
CPD000930	caproate (6:0)	1421	Lipid	Medium Chain Fatty Acid	32489	LC/MS Neg	926	2713.7	115.0765	8892	142-62-1	C01585	HMDB00535
CPD000931	caprylate (8:0)	1423	Lipid	Medium Chain Fatty Acid	32492	LC/MS Neg	932	4362	143.1078	379	124-07-2	C06423	HMDB00482
CPD000932	carbamazepine glucuronide*	5502	Xenobiotics	Drug - Neurological	37056	LC/MS Neg	100002322	3884	411.1198				
CPD000933	carboxyibuprofen	5147	Xenobiotics	Drug - Algesics, Anesthetics	43333	LC/MS Neg	100004171	1920	235.0976	10444113	15935-54-3		HMDB60564
CPD000934	catechol glucuronide	228	Amino Acid	Tyrosine Metabolism	53243	LC/MS Neg	100009326	1742	285.0616	75124209			
CPD000935	catechol sulfate	4346	Xenobiotics	Benzoate Metabolism	35320	LC/MS Neg	100001605	1906	188.9863	3083879	4918-96-1		HMDB59724
CPD000936	cefpodoxime	5263	Xenobiotics	Drug - Antibiotic	57798	LC/MS Neg	100015892	2474	426.0547	6335986	80210-62-4	C08114,D07650	HMDB15486
CPD000937	celecoxib	5159	Xenobiotics	Drug - Algesics, Anesthetics	38599	LC/MS Neg	100002805	5283	380.0686	2662	169590-42-5	C07589	HMDB05014
CPD000938	chlorothiazide	5387	Xenobiotics	Drug - Cardiovascular	64188	LC/MS Neg	100021791	1792	293.9415		58-94-6		
CPD000939	chlorthalidone	5392	Xenobiotics	Drug - Cardiovascular	54784	LC/MS Neg	100006181	3600	337.0055	2732	77-36-1	D00272	
CPD000940	cholate	3322	Lipid	Primary Bile Acid Metabolism	22842	LC/MS Neg	136	5165	407.2803	221493	81-25-4	C00695	HMDB00619
CPD000941	cholic acid glucuronide	3340	Lipid	Primary Bile Acid Metabolism	62571	LC/MS Neg	100020549	4512	583.3124				
CPD000942	cinmoylglycine	4664	Xenobiotics	Food Component/Plant	38637	LC/MS Neg	100002253	3127	204.0666	709625	16534-24-0		HMDB11621
CPD000943	ciprofloxacin	5222	Xenobiotics	Drug - Antibiotic	57614	LC/MS Neg	100000687	2724	392.1263	4011971;2764	85721-33-1	C05349	
CPD000944	cis-3,4-methyleneheptanoate	1574	Lipid	Fatty Acid, Branched	64390	LC/MS Neg	100021727	3679	141.0921				
CPD000945	cis-3,4-methyleneheptanoylglycine	1741	Lipid	Fatty Acid Metabolism (Acyl Glycine)	64386	LC/MS Neg	100021992	3731	198.1136				
CPD000946	cis-4-decenoate (10:1n6)*	1427	Lipid	Medium Chain Fatty Acid	62873	LC/MS Neg	100002796	4890	169.1234	5312351	505-90-8		
CPD000947	citalopram propiote*	5546	Xenobiotics	Drug - Psychoactive	62479	LC/MS Neg	100020793	4400	310.0885	10403174		C16610	HMDB60463
CPD000948	citrate	1374	Energy	TCA Cycle	1564	LC/MS Neg	1124	582	191.0197	311	77-92-9	C00158	HMDB00094
CPD000949	cortisol	3186	Lipid	Corticosteroids	1712	LC/MS Neg	356	4710	361.202	5754	50-23-7	C00735	HMDB00063
CPD000950	cortisone	3195	Lipid	Corticosteroids	1769	LC/MS Neg	273	4575	359.1864	222786	53-06-5	C00762	HMDB02802
CPD000951	cortolone glucuronide (1)	3202	Lipid	Corticosteroids	57699	LC/MS Neg	100015971	4600	541.2654				
CPD000952	daidzein sulfate (2)	4924	Xenobiotics	Food Component/Plant	48728	LC/MS Neg	100006363	3330	333.0076				
CPD000953	dehydroepiandrosterone sulfate (DHEA-S)	3213	Lipid	Androgenic Steroids	32425	LC/MS Neg	100000792	4745	367.1585	12594	651-48-9	C04555	HMDB01032
CPD000954	delta-CEHC	4231	Cofactors and Vitamins	Tocopherol Metabolism	62287	LC/MS Neg	100020416	3422	249.1132	11536125	84599-16-6		
CPD000955	delta-CEHC glucuronide	4232	Cofactors and Vitamins	Tocopherol Metabolism	62286	LC/MS Neg	100020483	2116	425.1453				
CPD000956	deoxycholic acid 12-sulfate*	3350	Lipid	Secondary Bile Acid Metabolism	63688	LC/MS Neg	100021712	4580	235.1175				
CPD000957	deoxycholic acid glucuronide	3352	Lipid	Secondary Bile Acid Metabolism	63610	LC/MS Neg	100020550	4800	567.3175				
CPD000958	desmethylproxen	5142	Xenobiotics	Drug - Algesics, Anesthetics	46331	LC/MS Neg	100001787	3045	215.0714	13393711	52079-10-4		HMDB13989
CPD000959	desmethylproxen sulfate	5143	Xenobiotics	Drug - Algesics, Anesthetics	46106	LC/MS Neg	100001788	2250	295.0282	184679			
CPD000960	dexamethasone	5308	Xenobiotics	Drug - Antiinflammatory, Immunosuppressant	42618	LC/MS Neg	100004014	4974	391.1926	5743	50-02-2	D00292	HMDB15364
CPD000961	dexlansoprazole	5436	Xenobiotics	Drug - Gastrointestil	57668	LC/MS Neg	100015794	4874	368.0686	9578005	138530-94-6	D08903	
CPD000962	dibutyl sulfosuccite	5880	Xenobiotics	Chemical	63841	LC/MS Neg	100021538	3557	309.1013	423891	5144-51-4		
CPD000963	dihomolinoleate (20:2n6)	1502	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231	5730	307.2643	6439848	2091-39-6	C16525	HMDB05060
CPD000964	dihomolinolete (20:3n3 or 3n6)	1504	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739	5596	305.2486	5280581	17046-59-2	C03242	HMDB02925
CPD000965	dihydroferulic acid sulfate	4690	Xenobiotics	Food Component/Plant	62857	LC/MS Neg	100020272	1310	275.0231	187489			HMDB41724
CPD000966	docosadienoate (22:2n6)	1509	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182	6034	335.2956	5282807	7370-49-2	C16533	HMDB61714
CPD000967	docosadioate (C22-DC)	1635	Lipid	Fatty Acid, Dicarboxylate	39837	LC/MS Neg	100002952	5291.8	369.301	244872	505-56-6	C19625	
CPD000968	docosahexaenoate (DHA; 22:6n3)	1495	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665	5525	327.233	445580	6217-54-5	C06429	HMDB02183
CPD000969	docosapentaenoate (DPA; 22:5n3)	1494	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181	5571	329.2486	6441454	2234-74-4	C16513	HMDB06528
CPD000970	docosapentaenoate (n6 DPA; 22:5n6)	1508	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580	5624.5	329.2486	6441454	25182-74-5	C16513	HMDB01976
CPD000971	dodecadienoate (12:2)*	1620	Lipid	Fatty Acid, Dicarboxylate	62276	LC/MS Neg	100020478	5146	195.1391				
CPD000972	dodecanedioate (C12)	1617	Lipid	Fatty Acid, Dicarboxylate	32388	LC/MS Neg	100001102	2990	229.1445	12736	693-23-2	C02678	HMDB00623
CPD000973	dodecenedioate (C12:1-DC)*	1619	Lipid	Fatty Acid, Dicarboxylate	61864	LC/MS Neg	100019972	2700	227.1289				
CPD000974	dopamine 3-O-sulfate	215	Amino Acid	Tyrosine Metabolism	48407	LC/MS Neg	100006361	1556.2	232.0285	122136		C13690	HMDB06275
CPD000975	dopamine 4-sulfate	214	Amino Acid	Tyrosine Metabolism	48406	LC/MS Neg	100006360	1511	232.0285	123932		C13691	HMDB04148
CPD000976	EDTA	5783	Xenobiotics	Chemical	22163	LC/MS Neg	100001002	643	291.0834	6049	60-00-4	C00284	HMDB15109
CPD000977	eicosanedioate (C20-DC)	1633	Lipid	Fatty Acid, Dicarboxylate	39831	LC/MS Neg	100002951	5200.9	341.2697	75502	2424-92-2		
CPD000978	eicosapentaenoate (EPA; 20:5n3)	1492	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050	5450	301.2173	446284	10-2005-9;10417-94-4	C06428	HMDB01999
CPD000979	eicosenedioate (C20:1-DC)*	1634	Lipid	Fatty Acid, Dicarboxylate	62923	LC/MS Neg	100021105	5095	339.2541				
CPD000980	eicosenoate (20:1n9 or 1n11)	1475	Lipid	Long Chain Monounsaturated Fatty Acid	33587	LC/MS Neg	100001335	5950	309.2799	5282768		C16526	HMDB02231
CPD000981	emtricitabine	5300	Xenobiotics	Drug - Antiviral	63285	LC/MS Neg	100020917	2201	246.0354	60877	143491-57-0	D01199	HMDB15017
CPD000982	enterolactone sulfate	4698	Xenobiotics	Food Component/Plant	64041	LC/MS Neg	100020407	3746	377.07				
CPD000983	epiandrosterone sulfate	3218	Lipid	Androgenic Steroids	33973	LC/MS Neg	100001287	4855	369.1741	9929317	22229-22-7		
CPD000984	equol sulfate	4702	Xenobiotics	Food Component/Plant	40478	LC/MS Neg	100003429	3630	321.0438				
CPD000985	erucate (22:1n9)	1479	Lipid	Long Chain Monounsaturated Fatty Acid	1552	LC/MS Neg	1087	6355.6	337.3112	5281116	112-86-7	C08316	HMDB02068
CPD000986	ethyl alpha-glucopyranoside	4895	Xenobiotics	Food Component/Plant	63152	LC/MS Neg	100015965	1576	207.0874	428040	34625-23-5		
CPD000987	ethyl beta-glucopyranoside	5022	Xenobiotics	Food Component/Plant	64131	LC/MS Neg	100020377	1519	207.0874	121667			
CPD000988	ethyl glucuronide	5722	Xenobiotics	Chemical	39603	LC/MS Neg	100002849	793	221.0667	152226	17685-04-0		HMDB10325
CPD000989	ethyl maltol sulfate	4466	Xenobiotics	Food Component/Plant	62314	LC/MS Neg	100006255	2010	218.9969				
CPD000990	ethylparaben sulfate	5849	Xenobiotics	Chemical	48463	LC/MS Neg	100006271	3445	245.0125		162338-11-6		
CPD000991	etiocholanolone glucuronide	3229	Lipid	Androgenic Steroids	47112	LC/MS Neg	100005403	4915	465.2494	270605	621890		HMDB04484
CPD000992	etravirine	5295	Xenobiotics	Drug - Antiviral	64197	LC/MS Neg	100020923	5383	433.0418	193962	269055-15-4	D04112	
CPD000993	eugenol sulfate	4926	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171	3782	243.0333	180632	95480-60-7		
CPD000994	ezetimibe glucuronide*	5477	Xenobiotics	Drug - Metabolic	62483	LC/MS Neg	100020801	4588	584.1738	9894653			
CPD000995	ferulic acid 4-sulfate	4711	Xenobiotics	Food Component/Plant	47114	LC/MS Neg	100005389	1200	273.0074	6305574	86321-29-1		HMDB29200
CPD000996	feruloylquite (4)	4718	Xenobiotics	Food Component/Plant	63402	LC/MS Neg	100021488	2546	367.1035				
CPD000997	ferulylglycine (1)	4712	Xenobiotics	Food Component/Plant	54936	LC/MS Neg	100010912	2239	250.0721				
CPD000998	ferulylglycine (2)	4713	Xenobiotics	Food Component/Plant	54937	LC/MS Neg	100010913	2172	250.0721				
CPD000999	ADSGEGDFXAEGGGVR*	1100	Peptide	Fibrinogen Cleavage Peptide	57709	LC/MS Neg	100001322	2474	766.8353	16133137	25422-31-5		
CPD001000	DSGEGDFXAEGGGVR*	1108	Peptide	Fibrinogen Cleavage Peptide	31548	LC/MS Neg	100001323	2535	731.3168				
CPD001001	ADpSGEGDFXAEGGGVR*	1109	Peptide	Fibrinogen Cleavage Peptide	57712	LC/MS Neg	100001324	2016	806.8185		886023-52-5		
CPD001002	Fibrinopeptide B (1-13)	1123	Peptide	Fibrinogen Cleavage Peptide	62813	LC/MS Neg	100020908	2482	696.7717				
CPD001003	fucitol	4721	Xenobiotics	Food Component/Plant	38313	LC/MS Neg	100002455	816.1	165.0768	3429	13074-06-1		
CPD001004	furaneol sulfate	4960	Xenobiotics	Food Component/Plant	54795	LC/MS Neg	100009328	1900	206.9969				
CPD001005	furosemide	5381	Xenobiotics	Drug - Cardiovascular	43009	LC/MS Neg	100004241	3515	329.0004	3440	54-31-9	D00331	HMDB01933
CPD001006	gabapentin	5507	Xenobiotics	Drug - Neurological	38686	LC/MS Neg	100002806	2407.4	170.1187	3446	60142-96-3	D00332	HMDB05015
CPD001007	gamma-CEHC	4223	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094	3843	263.1289	133098	178167-75-4		HMDB01931
CPD001008	gamma-CEHC glucuronide*	4224	Cofactors and Vitamins	Tocopherol Metabolism	42381	LC/MS Neg	100004243	2500	439.161				
CPD001009	gamma-glutamyltyrosine	600	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Neg	1102	1240	309.1092	94340	7432-23-7		HMDB11741
CPD001010	genistein sulfate*	4684	Xenobiotics	Food Component/Plant	62061	LC/MS Neg	100020207	3616	349.0024				
CPD001011	Gliclazide	5442	Xenobiotics	Drug - Metabolic	64330	LC/MS Neg	100021947	4317	322.1231		21187-98-4		
CPD001012	Glimepiride	5443	Xenobiotics	Drug - Metabolic	64110	LC/MS Neg	100020885	5063	489.2177		93479-97-1		
CPD001013	glipizide	5444	Xenobiotics	Drug - Metabolic	64107	LC/MS Neg	100020884	4312	444.1711	3478	29094-61-9	D00335	HMDB15200
CPD001014	glucuronide of C10H14O2 (4)*	5925	Partially Characterized Molecules	Partially Characterized Molecules	61896	LC/MS Neg	100020022	4030	341.1242				
CPD001015	glucuronide of C10H14O2 (7)*	5928	Partially Characterized Molecules	Partially Characterized Molecules	61899	LC/MS Neg	100020025	4227	341.1242				
CPD001016	glucuronide of C10H18O2 (1)*	5929	Partially Characterized Molecules	Partially Characterized Molecules	61881	LC/MS Neg	100019990	2728	345.1555				
CPD001017	glucuronide of C10H18O2 (2)*	5930	Partially Characterized Molecules	Partially Characterized Molecules	61882	LC/MS Neg	100019991	2885	345.1555				
CPD001018	glucuronide of C10H18O2 (3)*	5931	Partially Characterized Molecules	Partially Characterized Molecules	61883	LC/MS Neg	100019992	2990	345.1555				
CPD001019	glucuronide of C10H18O2 (6)*	5934	Partially Characterized Molecules	Partially Characterized Molecules	61886	LC/MS Neg	100020013	3750	345.1555				
CPD001020	glucuronide of C10H18O2 (7)*	5935	Partially Characterized Molecules	Partially Characterized Molecules	61887	LC/MS Neg	100020014	3790	345.1555				
CPD001021	glucuronide of C10H18O2 (8)*	5936	Partially Characterized Molecules	Partially Characterized Molecules	61888	LC/MS Neg	100020015	3865	345.1555				
CPD001022	glucuronide of C12H22O4 (1)*	5947	Partially Characterized Molecules	Partially Characterized Molecules	61874	LC/MS Neg	100019984	2590	405.1766				
CPD001023	glucuronide of C12H22O4 (2)*	5948	Partially Characterized Molecules	Partially Characterized Molecules	61875	LC/MS Neg	100019985	2700	405.1766				
CPD001024	glucuronide of C14H22O4 (2)*	5950	Partially Characterized Molecules	Partially Characterized Molecules	61970	LC/MS Neg	100020096	3932	429.1766				
CPD001025	glucuronide of C14H26O4 (1)*	5952	Partially Characterized Molecules	Partially Characterized Molecules	61876	LC/MS Neg	100019986	3200	433.2079				
CPD001026	glucuronide of C14H26O4 (2)*	5953	Partially Characterized Molecules	Partially Characterized Molecules	61877	LC/MS Neg	100020009	3300	433.2079				
CPD001027	glucuronide of C19H28O4 (1)*	5955	Partially Characterized Molecules	Partially Characterized Molecules	61879	LC/MS Neg	100019987	3400	495.2236				
CPD001028	glucuronide of piperine metabolite C17H21NO3 (3)*	4815	Xenobiotics	Food Component/Plant	62290	LC/MS Neg	100020491	3951	462.177				
CPD001029	glucuronide of piperine metabolite C17H21NO3 (4)*	4816	Xenobiotics	Food Component/Plant	62291	LC/MS Neg	100020492	3992	462.177				
CPD001030	glucuronide of piperine metabolite C17H21NO3 (5)*	4817	Xenobiotics	Food Component/Plant	62292	LC/MS Neg	100020493	4039	462.177				
CPD001031	glutamine conjugate of C6H10O2 (2)*	5958	Partially Characterized Molecules	Partially Characterized Molecules	63660	LC/MS Neg	100020262	2526	241.1194				
CPD001032	glutamine conjugate of C7H12O2*	5959	Partially Characterized Molecules	Partially Characterized Molecules	63658	LC/MS Neg	100020259	3053	255.135				
CPD001033	glyburide	5445	Xenobiotics	Drug - Metabolic	63916	LC/MS Neg	100020883	5012	492.1365	3488	10238-21-8	D00336,C07022	HMDB15151
CPD001034	glycerol	2732	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254	758	91.0401	753	56-81-5	C00116	HMDB00131
CPD001035	glycine conjugate of C10H12O2*	5975	Partially Characterized Molecules	Partially Characterized Molecules	62145	LC/MS Neg	100020253	4005	220.0979				
CPD001036	glycine conjugate of C10H14O2 (1)*	5976	Partially Characterized Molecules	Partially Characterized Molecules	62146	LC/MS Neg	100020254	4335	222.1136				
CPD001037	glyco-beta-muricholate	3338	Lipid	Primary Bile Acid Metabolism	62066	LC/MS Neg	100020214	4762	464.3018				
CPD001038	glycochenodeoxycholate	3330	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628	5236.1	448.3068	12544	16564-43-5	C05466	HMDB00637
CPD001039	glycochenodeoxycholate 3-sulfate	3343	Lipid	Primary Bile Acid Metabolism	52974	LC/MS Neg	100006641	4820	263.6282				
CPD001040	glycochenodeoxycholate glucuronide (1)	3341	Lipid	Primary Bile Acid Metabolism	52983	LC/MS Neg	100009264	4806	311.6658				
CPD001041	glycocholate	3323	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342	5163	464.3018	10140	475-31-0;863-57-0	C01921	HMDB00138
CPD001042	glycocholete sulfate*	3402	Lipid	Secondary Bile Acid Metabolism	32599	LC/MS Neg	100001989	4750	254.6229				
CPD001043	glycodeoxycholate 3-sulfate	3407	Lipid	Secondary Bile Acid Metabolism	52975	LC/MS Neg	100006642	4875	263.6282				
CPD001044	glycohyocholate	3393	Lipid	Secondary Bile Acid Metabolism	42574	LC/MS Neg	100004083	5020	464.3018				
CPD001045	glycolithocholate	3366	Lipid	Secondary Bile Acid Metabolism	31912	LC/MS Neg	100001064	5357.1	432.3119	115245	474-74-8	C15557	HMDB00698
CPD001046	glycolithocholate sulfate*	3367	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657	5011	255.6307	72222	15324-64-8	C11301	HMDB02639
CPD001047	glycoursodeoxycholate	3381	Lipid	Secondary Bile Acid Metabolism	39379	LC/MS Neg	100002911	5033	448.3068	12310288	64480-66-6		HMDB00708
CPD001048	glycoursodeoxycholate glucuronide (2)	3383	Lipid	Secondary Bile Acid Metabolism	62518	LC/MS Neg	100020818	4300	311.6658				
CPD001049	glycoursodeoxycholic acid sulfate (1)	3384	Lipid	Secondary Bile Acid Metabolism	63731	LC/MS Neg	100020819	4309	263.6282				
CPD001050	guaiacol sulfate	4349	Xenobiotics	Benzoate Metabolism	46111	LC/MS Neg	100004208	2344	203.002	22473			HMDB60013
CPD001051	guaifenesin	5603	Xenobiotics	Drug - Respiratory	43390	LC/MS Neg	100004286	3580	123.0451	3516	93-14-1	D00337	HMDB04998
CPD001052	heneicosapentaenoate (21:5n3)	1493	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	57658	LC/MS Neg	100015797	5514	315.233	11998573	24257-10-1		
CPD001053	hexadecadienoate (16:2n6)	1498	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	57652	LC/MS Neg	100009394	5398	251.2017	13932172	28290-73-5		HMDB00477
CPD001054	hexadecanedioate (C16)	1626	Lipid	Fatty Acid, Dicarboxylate	35678	LC/MS Neg	100001614	4615	285.2071	10459	505-54-4	C19615	HMDB00672
CPD001055	hexadecenedioate (C16:1-DC)*	1627	Lipid	Fatty Acid, Dicarboxylate	61862	LC/MS Neg	100019975	4380	283.1915				
CPD001056	hexanoylglutamine	1710	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	54907	LC/MS Neg	100001733	2780	243.135				
CPD001057	hexanoylglycine (C6)	1732	Lipid	Fatty Acid Metabolism (Acyl Glycine)	35436	LC/MS Neg	100001527	2900	172.0979	99463	24003-67-6		HMDB00701
CPD001058	hippurate	4312	Xenobiotics	Benzoate Metabolism	15753	LC/MS Neg	100000014	2106.9	178.051	464	495-69-2	C01586	HMDB00714
CPD001059	histidine	67	Amino Acid	Histidine Metabolism	59	LC/MS Neg	355	755.9	154.0622	6274	5934-29-2	C00135	HMDB00177
CPD001060	hydrochlorothiazide	5388	Xenobiotics	Drug - Cardiovascular	39625	LC/MS Neg	100002734	2046	295.9572	3639	58-93-5	C07041	HMDB01928
CPD001061	hydroquinone sulfate	5619	Xenobiotics	Drug - Topical Agents	35322	LC/MS Neg	100001604	1395	188.9863	161220	123-31-9	C00530	HMDB02434
CPD001062	hydroxy-CMPF*	1637	Lipid	Fatty Acid, Dicarboxylate	62277	LC/MS Neg	100019794	1516	255.0874				
CPD001063	hydroxypioglitazone (M-IV)	5458	Xenobiotics	Drug - Metabolic	43580	LC/MS Neg	100004177	4105	371.1071		146062-44-4		
CPD001064	hyocholate	3392	Lipid	Secondary Bile Acid Metabolism	34093	LC/MS Neg	100001279	5046	407.2803	92805	547-75-1	C17649	HMDB00760
CPD001065	I-urobilinogen	4266	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32426	LC/MS Neg	100001226	4190	591.3188	26818	14684-37-8	C05790	HMDB04157
CPD001066	ibuprofen	5144	Xenobiotics	Drug - Algesics, Anesthetics	17799	LC/MS Neg	1487	4925	205.1234	3672	15687-27-1	D00126	HMDB01925
CPD001067	ibuprofen acyl glucuronide	5149	Xenobiotics	Drug - Algesics, Anesthetics	38366	LC/MS Neg	100002406	4976	381.1555	163959	115075-59-7		
CPD001068	indapamide	5389	Xenobiotics	Drug - Cardiovascular	64209	LC/MS Neg	100021796	4391	364.0528		26807-65-8		
CPD001069	indoleacetate	280	Amino Acid	Tryptophan Metabolism	27513	LC/MS Neg	100001034	2200	174.0561	802	6505-45-9	C00954	HMDB00197
CPD001070	indoleacetylglutamine	285	Amino Acid	Tryptophan Metabolism	42087	LC/MS Neg	100001731	2535	302.1146	25200879			HMDB13240
CPD001071	indolelactate	279	Amino Acid	Tryptophan Metabolism	18349	LC/MS Neg	100000463	2286	204.0666	92904	832-97-3	C02043	HMDB00671
CPD001072	indolepropiote	283	Amino Acid	Tryptophan Metabolism	32405	LC/MS Neg	100001083	2795	188.0717	3744	830-96-6		HMDB02302
CPD001073	indolepropionylglycine	284	Amino Acid	Tryptophan Metabolism	54917	LC/MS Neg	100010863	2926	245.0932	7677842			
CPD001074	indoxyl glucuronide	295	Amino Acid	Tryptophan Metabolism	52749	LC/MS Neg	100008931	1940	308.0776	2733785	35804-66-1		HMDB59804
CPD001075	inosine	3985	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1123	LC/MS Neg	361	1602.1	267.0735	6021	58-63-9	C00294	HMDB00195
CPD001076	isobutyrylglycine (C4)	383	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35437	LC/MS Neg	100001590	1420	144.0666	10855600	15926-18-8		HMDB00730
CPD001077	isoeugenol sulfate	4932	Xenobiotics	Food Component/Plant	48997	LC/MS Neg	100006089	3893	243.0333				
CPD001078	isoleucylglycine	802	Peptide	Dipeptide	40008	LC/MS Neg	100003169	1992	187.1088	342532	868-28-0		HMDB28907
CPD001079	isoursodeoxycholate	3376	Lipid	Secondary Bile Acid Metabolism	57577	LC/MS Neg	100002488	4809	391.2854	127601	78919-26-3	C17662	HMDB00686
CPD001080	isoursodeoxycholate sulfate (1)	3377	Lipid	Secondary Bile Acid Metabolism	63602	LC/MS Neg	100021647	4082	235.1175				
CPD001081	isovalerate (C5)	316	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44656	LC/MS Neg	100000708	1564	101.0608	10430	503-74-2	C08262	HMDB00718
CPD001082	isovalerylglycine	318	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35107	LC/MS Neg	100001452	1950	158.0823	546304	16284-60-9		HMDB00678
CPD001083	kynurete	257	Amino Acid	Tryptophan Metabolism	1417	LC/MS Neg	98	2224	188.0353	3845	492-27-3	C01717	HMDB00715
